title,release_year,vote_average,vote_count
Exporting Raymond,2011,5.9,7.0
Appointment with Danger,1951,5.0,7.0
Vares - The Kiss of Evil,2011,6.2,11.0
A Few Best Men,2011,5.9,137.0
Late Bloomers,2011,5.6,7.0
Cord,2000,5.6,8.0
The Deadly Tower,1975,5.4,4.0
Cosmopolis,2012,5.1,337.0
House of the Rising Sun,2011,4.2,19.0
A Thousand Words,2012,6.0,381.0
Chimpanzee,2012,6.5,48.0
Love's Deadly Triangle: The Texas Cadet Murder,1997,5.0,2.0
Safety Not Guaranteed,2012,6.8,562.0
Madagascar 3: Europe's Most Wanted,2012,6.4,1857.0
Bunnyman,2011,2.3,9.0
Athena,1954,5.0,1.0
The Lawless,1950,4.9,4.0
Eaux d'artifice,1953,7.2,10.0
Inauguration of the Pleasure Dome,1954,6.4,9.0
Blackthorn,2011,6.6,73.0
Your Sister's Sister,2011,6.5,140.0
The Needle,1988,6.1,9.0
The Beekeeper,1986,6.6,8.0
Dragon Ball: Curse of the Blood Rubies,1986,6.2,46.0
Dragon Ball: Sleeping Princess in Devil's Castle,1987,6.1,36.0
Superman/Batman: Public Enemies,2009,6.7,158.0
Dead Space: Aftermath,2010,5.9,34.0
Iria: Zeiram the Animation,1994,8.0,3.0
Kidnapped,2010,6.2,55.0
This Special Friendship,1964,6.8,7.0
Proteus,2003,6.7,3.0
Dragon Ball: Mystical Adventure,1988,6.4,30.0
Dragon Ball Z: The World's Strongest,1990,6.1,86.0
Brave,2012,6.7,4760.0
Beauty and the Beast: The Enchanted Christmas,1997,5.9,203.0
Front of the Class,2008,7.7,39.0
Alcina,1999,0.0,0.0
The Pet,2006,5.3,3.0
Dragon Ball Z: The Tree of Might,1990,6.4,89.0
Pocahontas II: Journey to a New World,1998,4.9,297.0
Bel Ami,2012,5.0,155.0
What to Expect When You're Expecting,2012,5.8,611.0
To Rome with Love,2012,5.6,564.0
Don't Drink the Water,1969,6.0,2.0
Abraham Lincoln: Vampire Hunter,2012,5.5,1297.0
Mad Dog Coll,1961,6.0,1.0
Winning,1969,5.3,8.0
First Position,2011,7.9,19.0
4.3.2.1,2010,5.9,63.0
Beauty #2,1965,7.0,1.0
Wings in the Dark,1935,4.8,4.0
Detention,2011,5.7,130.0
Nina Frisk,2007,5.1,4.0
Confession,1937,7.2,6.0
Kind Lady,1935,7.3,2.0
Planet B-Boy,2008,6.4,4.0
For Greater Glory - The True Story of Cristiada,2012,6.4,35.0
Woochi : The Demon Slayer,2009,6.6,50.0
Sorry if I Love You,2008,5.3,142.0
Torpedo Bombers,1983,5.6,4.0
Taxi Hunter,1993,0.0,0.0
Rock of Ages,2012,6.0,392.0
Seeking a Friend for the End of the World,2012,6.3,713.0
Presto,2008,8.0,371.0
Jack-Jack Attack,2004,7.4,216.0
Hollywood Man,1976,4.8,4.0
Jekyll & Hyde,1990,5.4,7.0
Boundin',2003,7.0,135.0
One Man Band,2005,7.2,128.0
A Map For Saturday,2007,7.2,10.0
The Silent Scream,1979,6.2,8.0
Ted,2012,6.3,4811.0
The Giant Mechanical Man,2012,6.1,54.0
Tin Toy,1988,6.3,95.0
Magic Mike,2012,6.1,1062.0
Revenge of the Electric Car,2011,6.0,8.0
Dragon Ball Z: Return of Cooler,1992,6.7,100.0
Dragon Ball Z: Cooler's Revenge,1991,6.7,97.0
Blood of the Vampire,1958,5.3,3.0
Disneyland Dream,1956,7.0,3.0
Disney Sing-Along-Songs: Under the Sea,1990,8.0,3.0
Pulgasari,1985,5.4,10.0
The Toughest Man in the World,1984,4.0,1.0
On the Road,2012,5.5,312.0
Norman,2010,6.0,14.0
Joffrey: Mavericks of American Dance,2012,0.0,0.0
Dragon Ball Z: Super Android 13,1992,6.6,81.0
Dragon Ball Z: Broly - The Legendary Super Saiyan,1993,7.3,134.0
Virtual JFK: Vietnam If Kennedy Had Lived,2008,7.0,1.0
Extraterrestrial,2011,5.0,22.0
Cleanskin,2012,5.6,118.0
The Amazing Spider-Man,2012,6.5,6734.0
The Barchester Chronicles,1982,9.0,1.0
Dragon Ball Z: Bojack Unbound,1993,6.8,86.0
Reminiscences of a Journey to Lithuania,1972,8.6,5.0
Noroi: The Curse,2005,6.9,59.0
ID:A,2011,6.7,13.0
A Colt Is My Passport,1967,6.9,10.0
Coup de grâce,1976,6.6,8.0
Wrong Turn 3: Left for Dead,2009,4.9,227.0
Blacksmith Scene,1893,5.8,19.0
Ice Age: Continental Drift,2012,6.2,2731.0
Beasts of the Southern Wild,2012,6.8,411.0
Dangerous Davies,1981,4.5,3.0
Dynamite,1929,5.0,1.0
The Day the Fish Came Out,1967,5.5,3.0
People Like Us,2012,6.6,206.0
Crazed Fruit,1956,7.5,10.0
Cruel Gun Story,1964,4.5,2.0
Flame and Women,1967,6.7,3.0
Euridice BA 2037,1975,6.2,3.0
La sociedad del semáforo,2010,5.0,2.0
The Flying Fleet,1929,0.0,0.0
Savages,2012,6.2,784.0
Balto II: Wolf Quest,2002,6.2,113.0
Rat King,2012,6.5,2.0
Bela Kiss: Prologue,2013,4.4,4.0
Oneway-Ticket to Korsør,2008,4.0,1.0
Candles on Bay Street,2006,5.0,8.0
Once Upon A Time in Phuket,2011,5.4,11.0
The War,2007,5.3,3.0
Thomas Jefferson,1997,0.0,0.0
Mooz-lum,2011,4.5,3.0
The Union,2012,10.0,1.0
The Miser,1980,6.5,73.0
Scorcher,2003,3.6,9.0
The Firm,2009,6.2,23.0
Red's Dream,1987,6.3,76.0
Spirit Camp,2009,5.1,5.0
The Perfect Roommate,2011,3.7,5.0
The Fatal Hour,1940,6.5,4.0
Geri's Game,1997,7.8,309.0
My Last Day Without You,2011,5.7,3.0
Red Rover,2006,4.7,3.0
Madea's Witness Protection,2012,5.8,53.0
The Black Windmill,1974,6.4,18.0
A Good Night to Die,2003,2.5,1.0
Some Guy Who Kills People,2011,5.7,45.0
Five Minarets in New York,2010,6.5,27.0
No Problem,2010,3.7,5.0
Prisoner 701: Sasori,2008,5.0,4.0
Treasure Island,2012,5.8,38.0
The Watch,2012,5.3,899.0
Vampires,2010,6.0,8.0
"Drive, He Said",1971,6.8,4.0
The Adventures of Mary-Kate & Ashley: The Case of the Christmas Caper,1995,6.0,1.0
The Adventures of Mary-Kate & Ashley: The Case of the United States Navy Adventure,1997,0.0,0.0
Someday This Pain Will Be Useful to You,2011,5.6,39.0
2 Days in New York,2012,5.4,94.0
Radio On,1979,5.0,1.0
2010: Moby Dick,2010,2.8,26.0
Physical Promise,1975,5.0,1.0
Terminal USA,1993,7.5,2.0
From Beginning to End,2009,6.6,46.0
The Cat in the Hat,1971,6.1,11.0
"UltraMarathon Man: 50 Marathons, 50 States, 50 Days",2008,5.5,2.0
Killer Joe,2011,6.4,433.0
Jew Süss,1934,2.0,1.0
The Gospel of Judas,2006,7.0,2.0
Dragon Ball Z: Broly - Second Coming,1994,6.5,102.0
King of Thorn,2009,6.2,30.0
Bob Funk,2009,5.0,6.0
Dragon Ball Z: Bio-Broly,1994,5.9,86.0
Dragon Ball Z: Fusion Reborn,1995,7.3,118.0
In the Grip of Passion,1947,0.0,0.0
"Lost, Lost, Lost",1976,8.5,2.0
Anaconda 3: Offspring,2008,4.0,48.0
Wild Bill,2011,6.7,61.0
Pete Smalls Is Dead,2010,4.7,9.0
Being Flynn,2012,5.8,73.0
The Drum,1938,6.3,7.0
Elephant Boy,1937,8.0,2.0
The Forger,2011,6.0,40.0
A Child's Christmas in Wales,1987,8.8,2.0
A Christmas Carol,1999,6.3,42.0
Goodbye Charlie,1964,5.6,10.0
Rage,2009,5.9,10.0
Knick Knack,1989,7.1,135.0
For the Birds,2000,7.5,389.0
Ruby Sparks,2012,7.0,546.0
Total Recall,2012,5.8,2540.0
Le Donk & Scor-zay-zee,2009,5.9,9.0
388 Arletta Avenue,2011,4.9,16.0
The Craigslist Killer,2011,4.6,16.0
Babycall,2011,5.4,44.0
The Fantastic Four,1994,5.2,39.0
Bertie and Elizabeth,2002,4.8,6.0
Infection,2004,6.4,28.0
The Angels' Share,2012,7.0,142.0
Carbon Nation,2011,7.0,2.0
A Dangerous Man,2009,5.1,37.0
The Immature,2011,6.0,167.0
Morning of the Earth,1971,6.5,3.0
Dragon Ball Z: Wrath of the Dragon,1995,6.9,102.0
Dragon Ball Z: Bardock - The Father of Goku,1990,6.7,71.0
Marriage Retreat,2011,5.5,3.0
Vampire Journals,1997,4.7,13.0
Dikkenek,2006,6.8,165.0
La Classe Américaine,1993,7.7,51.0
A Necessary Death,2008,4.3,4.0
Oranges,2004,9.6,5.0
Icarus,2010,5.4,25.0
In the Name of the King 2: Two Worlds,2011,4.1,42.0
The Door,2009,6.1,36.0
Dragon Ball Z: The History of Trunks,1993,7.0,81.0
Dragon Ball GT: A Hero's Legacy,1997,6.2,55.0
The Kiss,1896,5.0,24.0
Sidewalls,2011,7.3,86.0
Dick Tracy vs. Cueball,1946,5.1,4.0
Stash House,2012,5.0,22.0
One in the Chamber,2012,4.6,39.0
Decoys 2: Alien Seduction,2007,5.4,13.0
Ax 'Em,1992,1.3,3.0
Hierro,2009,6.1,21.0
The Tortoise and the Hare,1935,6.8,21.0
Steak,2007,5.1,51.0
The Legend of Bigfoot,1976,3.3,3.0
Neil Young Journeys,2012,7.5,2.0
The Capture of Bigfoot,1979,5.0,1.0
Dragon Eyes,2012,3.9,39.0
"Love, Wedding, Marriage",2011,5.1,73.0
The Little Mermaid: Ariel's Beginning,2008,6.3,187.0
Bag It,2011,3.6,6.0
Skyfall,2012,6.9,7718.0
The Thrushes Are Still Singing,1979,7.5,2.0
Hands Over the City,1963,6.5,10.0
The Householder,1963,0.0,0.0
Mais qui a tué Pamela Rose ?,2003,6.6,62.0
Louise-Michel,2008,6.5,19.0
Forest Warrior,1996,2.7,16.0
The Campaign,2012,5.6,594.0
Taistelu Näsilinnasta 1918,2012,6.0,1.0
Brake,2012,5.3,75.0
Hope Springs,2012,5.8,287.0
K-20: The Fiend with Twenty Faces,2008,5.9,18.0
Warning from Space,1956,4.9,7.0
Logan's War:  Bound by Honor,1998,4.4,8.0
The President's Man: A Line in the Sand,2002,3.9,7.0
The Queen of Versailles,2012,7.1,75.0
33 Postcards,2011,6.4,8.0
The Cutter,2005,4.1,14.0
Tender Comrade,1943,0.0,1.0
Amish Grace,2010,6.3,10.0
Female Agents,2008,6.8,57.0
"Captain Video, Master of the Stratosphere",1951,0.0,0.0
Run Sister Run!,2010,6.3,9.0
Secret Reunion,2010,6.1,27.0
War of the Dead,2011,3.7,17.0
The One Percent,2006,6.3,7.0
Primal,2010,5.1,37.0
Dreams That Money Can Buy,1947,7.2,6.0
Profound Desires of the Gods,1968,7.8,8.0
"See You in Hell, My Darling",1999,7.0,1.0
The Rickshaw Man,1958,6.8,8.0
Identification Marks: None,1965,7.5,2.0
I Am Waiting,1957,5.0,2.0
Chillerama,2011,5.9,31.0
The Cub Tiger from Kwang Tung,1973,4.9,19.0
Not Scared to Die,1973,4.7,6.0
Karate Girl,2011,5.0,5.0
I Am Bruce Lee,2012,7.7,35.0
On Top of the Whale,1982,6.8,4.0
Heroic Purgatory,1970,8.6,5.0
Beloved,2011,6.7,24.0
Wagner's Dream,2012,5.0,1.0
Little Birds,2011,6.0,35.0
I Hate But Love,1962,7.3,4.0
In Custody,1994,0.0,0.0
The Heroine,1973,4.4,9.0
ParaNorman,2012,6.7,808.0
Diary of a Wimpy Kid: Dog Days,2012,6.0,229.0
How Bruce Lee Changed the World,2009,7.8,5.0
The Rites of May,1977,9.5,1.0
The Great Sacrifice,1944,6.0,3.0
Immensee,1943,7.0,2.0
Bells of Innocence,2003,1.3,3.0
The PHD movie,2011,6.4,8.0
Operación Cannabis,2009,0.0,0.0
War of the Arrows,2011,6.7,68.0
Hara-Kiri: Death of a Samurai,2011,7.2,47.0
Goats,2012,5.4,29.0
Celeste & Jesse Forever,2012,6.4,164.0
Aliisa,1970,0.0,0.0
Our Children,2012,6.8,22.0
Hit & Run,2012,5.5,225.0
Garden Party,2008,4.9,17.0
Broken,2012,6.5,86.0
The Family Tree,2011,4.9,15.0
"Je, Tu, Il, Elle",1976,6.6,8.0
Cinderella II: Dreams Come True,2002,5.5,265.0
Dark Horse,2011,5.3,30.0
Black Roses,1988,5.5,6.0
6 Days to Air: The Making of South Park,2011,7.0,31.0
Funeral Parade of Roses,1969,7.1,21.0
Doomsday Book,2012,5.9,36.0
Premium Rush,2012,6.2,848.0
Letter Never Sent,1960,7.5,28.0
Lonesome,1928,7.9,13.0
Evil Toons,1992,4.1,11.0
From the Life of the Marionettes,1980,7.0,18.0
The Odd Life of Timothy Green,2012,6.6,392.0
Lawless,2012,6.8,1055.0
Chameleon,2008,7.3,3.0
Piranha 3DD,2012,4.1,319.0
Man Is Not a Bird,1965,6.5,5.0
ATM,2012,5.1,195.0
The Wave,1981,7.2,23.0
Sleepwalk with Me,2012,6.6,65.0
Dara O Briain Talks Funny: Live in London,2008,7.6,6.0
Prime Suspect 3,1993,7.1,12.0
Prime Suspect: Inner Circles,1995,5.2,8.0
Nocturne 29,1968,5.0,3.0
American Mullet,2001,6.0,1.0
Prime Suspect: The Final Act,2006,8.0,8.0
Searching for Sugar Man,2012,7.9,286.0
The Possession,2012,5.8,509.0
6 Bullets,2012,5.5,91.0
The Dinosaur Project,2012,4.7,63.0
Little White Lies,2010,7.1,396.0
The Manzanar Fishing Club,2012,0.0,0.0
The Apparition,2012,4.5,140.0
Dreams of a Life,2011,7.0,23.0
Life for Sale,2011,7.2,5.0
To Mars by A-Bomb: The Secret History of Project Orion,2003,0.0,0.0
Prime Suspect 6: The Last Witness,2004,7.2,5.0
Prime Suspect: The Lost Child,1995,5.2,8.0
The Zero Years,2005,9.3,3.0
Bigfoot Lives,2007,0.0,0.0
Conception,2011,4.4,9.0
Do We Really Need the Moon?,2011,7.0,1.0
French Film,2008,6.1,5.0
The Backwoods,2006,5.4,26.0
La Californie,2006,0.0,0.0
The Great Northfield Minnesota Raid,1972,6.0,11.0
The Mikado,1987,0.0,0.0
The Model Couple,1977,4.1,4.0
Paradise Lost 3: Purgatory,2011,7.6,44.0
Bachelorette,2012,5.3,457.0
The Words,2012,6.4,384.0
Teddy Bear,2012,6.8,25.0
Soldier In The Rain,1963,5.7,7.0
For My Father,2008,6.1,8.0
The Moment of Truth,1965,6.0,3.0
Mr. Freedom,1969,4.6,7.0
La dama boba,2006,5.0,1.0
Pitch Perfect,2012,7.3,2310.0
The Cold Light of Day,2012,4.8,277.0
Hello I Must Be Going,2012,5.7,49.0
Flowing,1956,7.3,4.0
Branded,2012,4.6,69.0
The Wild Wild West Revisited,1979,5.4,4.0
Icon,2005,4.0,6.0
The Sugar Curtain,2005,5.0,1.0
Samsara,2011,8.0,169.0
Runaway Brain,1995,5.9,11.0
Looper,2012,6.6,4777.0
Compliance,2012,6.3,225.0
Thy Womb,2012,6.4,4.0
That's My Boy,2012,5.5,460.0
Arthur and the Revenge of Maltazard,2009,5.3,392.0
Deathstalker,1983,4.3,24.0
Deathstalker II,1987,4.0,14.0
Emergo,2011,5.0,100.0
Klitschko,2011,6.2,18.0
Kinyarwanda,2011,6.3,4.0
Nobody's Children,1951,8.0,3.0
Patriotism,1966,7.1,15.0
Les Hautes Solitudes,1974,7.8,6.0
Vampir-Cuadecuc,1971,5.0,2.0
Robot & Frank,2012,6.8,454.0
The Punk Syndrome,2012,7.6,7.0
Where Do We Go Now?,2011,7.0,44.0
Ai Weiwei: Never Sorry,2012,7.1,32.0
Stag Night,2008,4.3,19.0
Hollywood Sex Wars,2011,3.8,5.0
The Age of the Medici,1972,5.0,1.0
Something Ventured,2011,6.7,9.0
Jesus Henry Christ,2012,6.2,44.0
Pirates of the Great Salt Lake,2006,5.0,1.0
Resident Evil: Retribution,2012,5.6,1618.0
Trouble with the Curve,2012,6.6,379.0
"Walk Softly, Stranger",1950,4.1,6.0
360,2012,5.7,81.0
Close,2004,7.0,1.0
Straight Shooting,1917,6.3,3.0
Employees' Entrance,1933,5.5,5.0
The Pearls of the Crown,1937,5.3,3.0
Suicide Club,2010,5.3,2.0
Under African Skies,2012,6.4,7.0
Lola Versus,2012,4.8,55.0
The Master,2012,7.0,720.0
More Wild Wild West,1980,6.0,1.0
"John Huston: The Man, the Movies, the Maverick",1989,6.0,2.0
Dredd,2012,6.6,1971.0
We Live Again,1934,0.0,0.0
247°F,2011,5.2,46.0
Arbitrage,2012,6.1,300.0
Blue Like Jazz,2012,5.8,25.0
Manual of Love 2,2007,5.1,61.0
The Friends at the Margherita Cafe,2009,5.3,22.0
Play Girl,1941,6.5,1.0
Detropia,2012,6.8,13.0
The Liquidator,2011,5.3,4.0
The Chemical Brothers: Don't Think,2012,6.3,4.0
Pearls of the Deep,1966,6.2,5.0
The Perfect Murder,1988,7.0,3.0
The Hamburg Syndrome,1979,5.8,7.0
Kismet,1955,4.6,5.0
ChromeSkull: Laid to Rest 2,2011,4.8,25.0
Rain over Santiago,1975,6.0,3.0
Puckoon,2002,0.0,0.0
Dolan's Cadillac,2009,5.6,37.0
A Pig's Tale,1996,6.5,7.0
Nobody Knows Anybody,1999,5.5,8.0
Breathless,2012,5.9,14.0
Blood Money,2012,4.5,6.0
End of Watch,2012,7.2,1186.0
"High, Wide, and Handsome",1937,0.0,0.0
V/H/S,2012,5.8,385.0
Boxing Gym,2010,5.6,4.0
Everyone,2004,4.6,8.0
The Perks of Being a Wallflower,2012,7.7,3056.0
The Hunt,2012,7.9,946.0
Holy Motors,2012,7.0,232.0
Knuckleball!,2012,6.6,10.0
Either Way,2011,6.5,2.0
The Hunter,2010,6.8,8.0
Behind the Burly Q,2010,5.5,3.0
Two Rabbits,2012,7.1,39.0
Sparkle,2012,5.8,36.0
Guilty Hearts,2006,0.0,0.0
Thin Ice,2011,6.1,41.0
Red Lights,2012,6.0,381.0
The Rocky Saga: Going the Distance,2011,4.5,4.0
Taken 2,2012,6.1,2783.0
The Paperboy,2012,5.4,244.0
Sam Peckinpah: Man of Iron,1993,8.0,1.0
Shut Up and Play the Hits,2012,7.5,19.0
The Private Life of Don Juan,1934,6.3,6.0
Quadrille,1938,6.3,2.0
One Nine Nine Four,2009,5.5,4.0
Bleach the Movie: Fade to Black,2008,6.9,33.0
The Making of a Legend: Gone with the Wind,1988,8.0,1.0
In Passing,2011,0.0,0.0
The Crush,1967,10.0,1.0
Nanayo,2008,7.8,5.0
Road North,2012,5.9,8.0
A Royal Affair,2012,7.2,244.0
House at the End of the Street,2012,5.6,566.0
Attack of the 50 Foot Cheerleader,2012,5.0,13.0
Erotic Nights of the Living Dead,1980,2.2,7.0
2-Headed Shark Attack,2012,3.5,52.0
"Hard, Fast and Beautiful",1951,6.0,2.0
The Newest Pledge,2012,0.0,0.0
Despair,1978,7.0,12.0
My Left Eye Sees Ghosts,2002,5.9,14.0
2016: Obama's America,2012,4.6,19.0
A Happy Event,2011,6.0,67.0
Love Lasts Three Years,2011,5.8,119.0
Volcano,2011,7.0,10.0
Presumed Guilty,2011,7.1,32.0
Surviving Progress,2011,6.2,5.0
Doughboys,1930,0.0,1.0
Tobor the Great,1954,5.7,6.0
Lightnin',1925,5.0,1.0
The Tall Man,2012,5.7,339.0
Laurence Anyways,2012,7.7,190.0
The Magic of Belle Isle,2012,7.0,91.0
The Lie,2011,5.5,4.0
The Painted Veil,1934,5.2,5.0
LOL,2012,5.8,905.0
Stormy Waters,1941,6.4,7.0
A Report on the Party and the Guests,1966,7.0,5.0
The Sapphires,2012,6.6,77.0
That Certain Summer,1972,7.5,2.0
Something from Nothing: The Art of Rap,2012,6.8,28.0
Just Add Water,2008,5.4,20.0
The Return of the Prodigal Son,1967,6.0,3.0
Hood of the Living Dead,2005,3.3,3.0
Rust and Bone,2012,7.1,438.0
Upstream,1927,5.0,1.0
Genocide,1968,6.0,2.0
"Goke, Body Snatcher from Hell",1968,7.2,8.0
The Living Skeleton,1968,5.3,6.0
Madonna of the Seven Moons,1945,5.8,5.0
The Man in Grey,1943,5.7,7.0
Ishaqzaade,2012,6.4,23.0
Evil Bong,2006,3.6,15.0
Here Comes the Devil,2012,5.8,43.0
7 Below,2012,3.7,34.0
Kon-Tiki,2012,7.0,248.0
Katy Perry: Part of Me,2012,6.5,88.0
Broadway,1929,0.0,0.0
Viy,1967,6.6,32.0
The Rise of Catherine the Great,1934,6.2,6.0
Roseland,1977,6.0,1.0
The Rusty Knife,1958,6.0,3.0
Glorious Technicolor,1998,7.0,1.0
Ingmar Bergman on Life and Work,1998,0.0,0.0
Lon Chaney: A Thousand Faces,2000,5.0,2.0
El tren de la memoria,2005,6.0,1.0
The Film Parade,1933,0.0,0.0
Rules of Single Life,2011,0.0,0.0
Tank on the Moon,2007,0.0,0.0
A Safe Place,1971,6.3,4.0
Urbanized,2011,7.4,33.0
Waco: A New Revelation,1999,8.0,1.0
The Cool Ones,1967,6.3,2.0
Blood of Dracula,1957,4.3,6.0
I'm King Kong!: The Exploits of Merian C. Cooper,2005,0.0,0.0
Elia Kazan: A Director's Journey,1995,6.0,1.0
The John Garfield Story,2003,9.5,2.0
Not Here to Be Loved,2005,5.2,8.0
California Solo,2012,5.8,12.0
Shameless,2010,0.0,0.0
The Marshal of Finland,2012,2.0,2.0
Marley,2012,7.5,107.0
Frankenweenie,2012,6.6,951.0
His Name Was Jason: 30 Years of Friday the 13th,2009,7.0,25.0
Colin Quinn: Long Story Short,2011,6.8,2.0
Mother,1992,6.1,4.0
When Heroes Lie,2012,6.8,6.0
Sinister,2012,6.8,1611.0
Fearful Symmetry,1998,9.0,1.0
Louise Brooks: Looking for Lulu,1998,0.0,0.0
The Thing: Terror Takes Shape,1998,8.9,9.0
Shottas,2002,7.4,38.0
Sapphire,1959,6.7,12.0
Passion Play,2010,5.2,28.0
Virginia,2010,5.8,21.0
Hotel Transylvania,2012,6.8,2622.0
Our City Dreams,2008,6.8,2.0
Side by Side,2012,7.1,111.0
A Good Old Fashioned Orgy,2011,5.9,94.0
Inside: 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb',2000,5.0,1.0
Shadowing the Third Man,2004,0.0,0.0
Making 'Do the Right Thing',1989,0.0,0.0
The Young and the Dead,2000,0.0,0.0
Daleks' Invasion Earth: 2150 A.D.,1966,6.2,23.0
Fat Kid Rules The World,2012,6.3,14.0
Charlie Chan in Egypt,1935,6.4,10.0
Charlie Chan in London,1934,6.1,10.0
Coupe de Ville,1990,5.9,17.0
Shakespeare Wallah,1965,5.0,1.0
Love in the Time of Hysteria,1991,6.8,13.0
We Are From The Future,2008,6.1,30.0
Creature from the Haunted Sea,1961,3.3,6.0
Take Aim at the Police Van,1960,5.4,4.0
The Screaming Skull,1958,4.1,14.0
Björk: Volumen,1999,9.3,3.0
Madame Tutli-Putli,2007,7.3,24.0
Argo,2012,7.1,3473.0
Seven Psychopaths,2012,6.7,1224.0
Nobody Walks,2012,5.0,25.0
Butter,2011,5.8,154.0
Atlas Shrugged Part II,2012,5.4,41.0
Ill Manors,2012,5.9,46.0
Liberal Arts,2012,6.1,179.0
"Ator, the Fighting Eagle",1982,3.6,13.0
The Tattooed Widow,1998,0.0,0.0
Portrait in Black,1960,6.2,3.0
Vivien Leigh: Scarlett And Beyond,1990,0.0,0.0
Under the Boardwalk: The Monopoly Story,2011,6.5,9.0
Arachnoquake,2012,3.7,22.0
Choking Man,2006,5.3,4.0
"Farewell, My Queen",2012,5.8,88.0
Marley & Me: The Puppy Years,2011,5.3,37.0
The House I Live In,2012,7.5,35.0
West of Memphis,2012,7.6,55.0
Boogie Man: The Lee Atwater Story,2008,6.8,6.0
Thermae Romae,2012,5.7,29.0
Michael,2011,7.4,34.0
Kings of Pastry,2009,6.8,10.0
The Reluctant Saint,1962,0.0,0.0
The Gorilla,1939,6.7,3.0
Hoodwinked Too! Hood VS. Evil,2011,4.8,135.0
Thirst for Love,1967,7.0,3.0
Drones,2010,5.2,5.0
Catch.44,2011,4.8,107.0
The Return of Frank Cannon,1980,6.0,2.0
The Sound of Fury,1950,6.5,10.0
The Letter,2012,3.8,8.0
Three Resurrected Drunkards,1968,5.0,3.0
Tormento,1950,5.0,1.0
Les Visiteurs du Soir,1942,7.6,12.0
Ingmar Bergman Makes a Movie,1963,7.3,3.0
Eastwood on Eastwood,1997,7.0,1.0
The Ernest Film Festival,1986,0.0,0.0
The Secret Life of Zoey,2002,5.0,1.0
Moebius Redux: A Life in Pictures,2007,0.0,0.0
Tony,2010,6.2,26.0
Dive!,2010,6.2,3.0
The Clink of Ice,2010,5.3,57.0
The Warped Ones,1960,6.5,4.0
16 to Life,2009,4.4,5.0
How to Survive a Plague,2012,7.5,17.0
[REC]³ Genesis,2012,4.9,360.0
Four Sons,1940,0.0,0.0
Gangs of Wasseypur,2012,7.0,83.0
Greystone Park,2012,3.9,12.0
Last Ride,2009,6.9,14.0
Girl in Progress,2012,5.3,48.0
Astérix and Obélix: God Save Britannia,2012,4.9,326.0
Lightning Strikes Twice,1951,5.5,4.0
My Forbidden Past,1951,6.0,4.0
56 Up,2012,7.5,12.0
King Leopold's Ghost,2006,0.0,0.0
Around the World,1943,0.0,0.0
Turkish Passion,1994,5.2,12.0
Un Dimanche à Kigali,2006,7.8,2.0
We Are Legion: The Story of the Hacktivists,2012,6.9,73.0
The Barrens,2012,5.1,43.0
Transit,2012,5.7,87.0
Love Me No More,2008,6.8,42.0
Paranormal Activity 4,2012,5.2,574.0
You Are God,2012,5.3,9.0
Where the Boys Are '84,1984,4.6,4.0
Skyscraper,2011,5.7,3.0
Tai Chi Zero,2012,5.6,43.0
The White Angel,1955,5.0,1.0
The X from Outer Space,1967,4.4,8.0
The Babymakers,2012,5.0,61.0
Rosewood Lane,2011,5.1,35.0
The Glamorous Life of Sachiko Hanai,2003,5.9,7.0
The Strange Case of the End of Civilization as We Know It,1977,6.1,7.0
A Feast At Midnight,1994,3.0,2.0
Tom & Thomas,2002,6.3,8.0
"3, 2, 1... Frankie Go Boom",2012,5.6,22.0
Alex Cross,2012,5.1,303.0
The Ambassador,2011,6.8,15.0
Cloud Atlas,2012,6.6,3031.0
"Luck, Trust & Ketchup: Robert Altman in Carver Country",1993,6.0,1.0
Hellboy: The Seeds of Creation,2004,8.5,2.0
Budd Boetticher: A Man Can Do That,2005,7.0,2.0
Rx (Simple Lies),2005,5.8,6.0
Terry Pratchett: Choosing to Die,2011,8.0,3.0
ReGeneration,2010,7.2,7.0
Free Men,2011,5.2,10.0
The Girl,2012,5.8,35.0
This Ain’t California,2012,6.5,14.0
Steve Jobs: The Lost Interview,2012,7.4,33.0
Rolling,2007,6.0,1.0
Silent Hill: Revelation 3D,2012,5.1,435.0
Warren Oates: Across the Border,1993,6.5,2.0
Step Up Love Story,2000,2.0,1.0
Graduation Day,1981,5.0,22.0
April Fool's Day,2008,3.7,19.0
Holiday Affair,1949,6.8,16.0
Like Dandelion Dust,2009,6.7,23.0
Men Do what Men Can,2012,6.3,13.0
Stockholm East,2011,6.0,2.0
The Woman Who Dreamed of a Man,2010,4.8,5.0
Beware the Moon: Remembering 'An American Werewolf in London',2009,8.0,4.0
Pumping Iron II: The Women,1985,8.0,1.0
Witness to Murder,1954,6.6,14.0
The Busher,1919,5.0,1.0
The Piano in a Factory,2011,7.2,11.0
The Patience Stone,2012,6.2,33.0
Hamoun,1990,7.5,6.0
Chasing Mavericks,2012,7.0,219.0
Craigslist Joe,2012,6.3,31.0
Here Comes the Boom,2012,6.0,598.0
The Men Who Made the Movies: Samuel Fuller,2002,0.0,0.0
Search for the Beast,1997,0.0,0.0
Victor Seastrom,1981,0.0,0.0
Night of the Running Man,1995,6.3,11.0
Hitman's Run,1999,5.5,2.0
Mental,2012,5.8,34.0
Killing Them Softly,2012,5.8,751.0
The Imposter,2012,7.4,273.0
